"","season","player.name","player.position","player.age","player.nationality","from.name","from.country","from.league","to.name","to.country","to.league","transfer.value"
"5546","2019/2020","Alexander Barboza","Centre-Back","24","Argentina","River Plate","Argentina","Superliga","Independiente","Argentina","Superliga","£2.93m"
"5547","2019/2020","Nicholas Rizzo","Centre-Back","19","Italy","Inter","Italy","Serie A","Genoa","Italy","Serie A","£2.25m"
"5548","2019/2020","Abdulrahman Al-Obood","Second Striker","24","Saudi Arabia","Al-Ettifaq","Saudi Arabia","Professional League","Ittihad","Saudi Arabia","Professional League","£2.16m"
"5549","2019/2020","Pere Pons","Defensive Midfield","26","Spain","Girona","Spain","LaLiga2","Alavés","Spain","LaLiga","£1.80m"
"5550","2019/2020","Maximiliano Salas","Centre-Forward","21","Argentina","O'Higgins","Chile","Primera División","Necaxa","Mexico","Liga MX Apertura","£1.80m"
"5551","2019/2020","Ivan Petriak","Left Winger","25","Ukraine","Shakhtar D.","Ukraine","Premier Liga","Fehérvár","Hungary","NB I.","£1.44m"
"5552","2019/2020","Delano Burgzorg","Left Winger","20","Netherlands","De Graafschap","Netherlands","Keuken Kampioen Divisie","Spezia Calcio","Italy","Serie B","£540k"
"5553","2019/2020","Alessio Vita","Attacking Midfield","26","Italy","Feralpisalò","Italy","Serie C - B","Cittadella","Italy","Serie B","£450k"
"5554","2019/2020","Pichu Atienza","Centre-Back","29","Spain","CD Numancia","Spain","LaLiga2","Real Zaragoza","Spain","LaLiga2","£405k"
"5555","2019/2020","Luquinhas","Left Winger","22","Brazil","Desportivo Aves","Portugal","Liga NOS","Legia Warszawa","Poland","Ekstraklasa","£360k"
"5556","2019/2020","Zarija Lambulic","Centre-Back","21","Serbia","Proleter","Serbia","Linglong Tire Super liga Srbije","Soligorsk","Belarus","Vysheyshaya Liga","£360k"
"5557","2019/2020","Alexandru Tudorie","Centre-Forward","23","Romania","FC Voluntari","Romania","Liga 1","Arsenal Tula","Russia","Premier Liga","£270k"
"5558","2019/2020","Tim Handwerker","Left-Back","21","Germany","1. FC Köln","Germany","Bundesliga","1.FC Nuremberg","Germany","2. Bundesliga","£270k"
"5559","2019/2020","Walid Cheddira","Centre-Forward","21","Italy","Sangiustese","Italy","Serie D - F","Parma","Italy","Serie A","£84k"
"5560","2019/2020","Mario Giappone","Goalkeeper","18","Italy","Marsala Calcio","Italy","Serie D - I","Taranto","Italy","Serie D - H","£14k"
"5561","2019/2020","Sherif Hazem","Centre-Back","29","Egypt","El Makasa","Egypt","Premier League","","","","?"
"5562","2019/2020","Okan Aydin","Left Winger","25","Turkey","Viktoria Berlin","Germany","Regionalliga Nordost","A. Klagenfurt","Austria","2. Liga","?"
"5563","2019/2020","Léster Blanco","Centre-Forward","30","El Salvador","Iztapa","Guatemala","","","","","?"
"5564","2019/2020","Jorge Ibarra","Central Midfield","30","Mexico","Lobos","Mexico","","Venados FC","Mexico","Ascenso MX Apertura","?"
"5565","2019/2020","Vaclav Vasicek","Centre-Forward","28","Czech Republic","Frydek-Mistek","Czech Republic","MSFL","Wullersdorf","Austria","","?"
"5566","2019/2020","Ryan Brooke","Centre-Forward","28","England","Curzon Ashton FC","England","","Mossley AFC","England","","?"
"5567","2019/2020","Gary Gardner","Central Midfield","27","England","Aston Villa","England","Premier League","Birmingham","England","Championship","?"
"5568","2019/2020","Artur Zapadnia","Left Midfield","29","Ukraine","Volyn Lutsk","Ukraine","Persha Liha","Desna","Ukraine","Premier Liga","?"
"5569","2019/2020","Rodolfo Vilchis","Left Winger","29","Mexico","Atlas","Mexico","Liga MX Apertura","Correcaminos","Mexico","Ascenso MX Apertura","?"
"5570","2019/2020","Takashi Usami","Left Winger","27","Japan","FC Augsburg","Germany","Bundesliga","Gamba Osaka","Japan","J1 League","?"
"5571","2019/2020","Boris Alfaro","Centre-Forward","30","Panama","Costa del Este","Panama","","","","","?"
"5572","2019/2020","Maxime Barthelmé","Left Midfield","30","France","LB Châteauroux","France","Ligue 2","Troyes","France","Ligue 2","?"
"5573","2019/2020","Hossam Fathi","Centre-Forward","","Egypt","G. Shebeen","Egypt","","Biyala","Egypt","","?"
"5574","2019/2020","Avi Ivgi","Goalkeeper","40","Israel","H. Nof HaGalil","Israel","Liga Leumit","Hapoel Marmorek","Israel","","?"
"5575","2019/2020","Jakub Brabec","Centre-Back","26","Czech Republic","KRC Genk","Belgium","Jupiler Pro League","Viktoria Plzen","Czech Republic","Fortuna Liga","?"
"5576","2019/2020","Tomas Wagner","Centre-Forward","29","Czech Republic","MFK Karvina","Czech Republic","Fortuna Liga","Mladá Boleslav","Czech Republic","Fortuna Liga","?"
"5577","2019/2020","Facundo Silva","Central Midfield","28","Argentina","Los Andes","Argentina","","Instituto AC","Argentina","Primera Nacional","?"
"5578","2019/2020","David Achucarro","Centre-Back","28","Argentina","Nueva Chicago","Argentina","Primera Nacional","Cúcuta Dep.","Colombia","Liga Águila II","?"
"5579","2019/2020","Sagiv Cohen","Right-Back","31","Israel","H Rishon leZion","Israel","Liga Leumit","SC Kfar Qasem","Israel","Liga Leumit","?"
"5580","2019/2020","Carlos Morel","Goalkeeper","32","Argentina","CD Riestra","Argentina","Primera Nacional","Gimnasia (J)","Argentina","Primera Nacional","?"
"5581","2019/2020","José Calderón","Goalkeeper","33","Panama","Dep. Guastatoya","Guatemala","","Comunicaciones","Guatemala","","?"
"5582","2019/2020","Henry Pernía","Centre-Back","28","Venezuela","A. Bucaramanga","Colombia","Liga Águila II","Union Magdalena","Colombia","Liga Águila II","?"
"5583","2019/2020","Héctor Acosta","Right-Back","27","Mexico","Toluca","Mexico","Liga MX Apertura","Venados FC","Mexico","Ascenso MX Apertura","?"
"5584","2019/2020","Christian Pérez","Centre-Back","29","Mexico","FC Juárez","Mexico","Liga MX Apertura","","","","?"
"5585","2019/2020","Marko Maletic","Centre-Forward","25","Bosnia-Herzegovina","KSV Roeselare","Belgium","Proximus League","Paris FC","France","Ligue 2","?"
"5586","2019/2020","Alex Gilliead","Right Winger","23","England","Shrewsbury","England","League One","Scunthorpe Utd.","England","League Two","?"
"5587","2019/2020","Kaio Wilker","Attacking Midfield","26","Brazil","UR Trabalhadore","Brazil","","Ferroviário","Brazil","","?"
"5588","2019/2020","Matus Marcin","Centre-Forward","25","Slovakia","Sokol Lubotice","Slovakia","","Podbrezova","Slovakia","II. Liga","?"
"5589","2019/2020","Jamie Allen","Centre-Forward","24","England","Dover Athletic","England","National League","Halifax Town","England","National League","?"
"5590","2019/2020","Ippei Shinozuka","Right Winger","24","Russia","Yokohama F. M.","Japan","J1 League","Omiya Ardija","Japan","J2 League","?"
"5591","2019/2020","Erik Hric","Forward","21","Slovakia","Podbrezova B","Slovakia","","MFK Zvolen","Slovakia","","?"
"5592","2019/2020","Artur Avahimian","Left Midfield","22","Ukraine","Arsenal Kyiv","Ukraine","","Alashkert","Armenia","Bardsragujn chumb","?"
"5593","2019/2020","Mauro Coppolaro","Centre-Back","22","Italy","Udinese Calcio","Italy","Serie A","Virtus Entella","Italy","Serie B","?"
"5594","2019/2020","Fabian Piasecki","Centre-Forward","24","Poland","Miedz Legnica","Poland","1 Liga","Z. Sosnowiec","Poland","1 Liga","?"
"5595","2019/2020","Gökhan Kardes","Centre-Back","22","Turkey","Beerschot V.A.","Belgium","Proximus League","BB Erzurumspor","Turkey","1.Lig","?"
"5596","2019/2020","Isaac Mbenza","Right Winger","23","Belgium","Montpellier","France","Ligue 1","Huddersfield","England","Championship","?"
"5597","2019/2020","Ali Adnan","Left-Back","25","Iraq","Udinese Calcio","Italy","Serie A","Vancouver","Canada","MLS","?"
"5598","2019/2020","Omar Govea","Defensive Midfield","23","Mexico","FC Porto B","Portugal","Liga Pro","Zulte Waregem","Belgium","Jupiler Pro League","?"
"5599","2019/2020","Nikolai Laursen","Centre-Forward","21","Denmark","PSV U21","Netherlands","Keuken Kampioen Divisie","FC Emmen","Netherlands","Eredivisie","?"
"5600","2019/2020","Abdulla Kazim","Centre-Forward","22","United Arab Emirates","Al-Wasl","United Arab Emirates","UAE Gulf League","Hatta Club","United Arab Emirates","UAE Gulf League","?"
"5601","2019/2020","Matej Chalus","Centre-Back","21","Czech Republic","Slavia Prag","Czech Republic","Fortuna Liga","Slovan Liberec","Czech Republic","Fortuna Liga","?"
"5602","2019/2020","Erickson Gallardo","Left Winger","22","Venezuela","Zamora","Venezuela","Torneo Clausura","Toronto FC","Canada","MLS","?"
"5603","2019/2020","Alessandro Ciranni","Right-Back","23","Belgium","Fortuna Sittard","Netherlands","Eredivisie","Mouscron","Belgium","Jupiler Pro League","?"
"5604","2019/2020","Artem Tieriekhov","Centre-Back","27","Ukraine","Kolos Kovalivka","Ukraine","Premier Liga","Obolon-Brovar","Ukraine","Persha Liha","?"
"5605","2019/2020","Reza Shekari","Attacking Midfield","21","Iran","Rubin Kazan","Russia","Premier Liga","Tractor Sazi","Iran","Persian Gulf Pro League","?"
"5606","2019/2020","Andras Meszaros","Right Winger","23","Slovakia","Dunajska Streda","Slovakia","Fortuna Liga","FK Pohronie","Slovakia","Fortuna Liga","?"
"5607","2019/2020","David Klusak","Left-Back","25","Czech Republic","FC MAS Taborsko","Czech Republic","","Vitkovice","Czech Republic","FNL","?"
"5608","2019/2020","Rui Pires","Defensive Midfield","21","Portugal","FC Porto B","Portugal","Liga Pro","Troyes","France","Ligue 2","?"
"5609","2019/2020","Funsho Bamgboye","Left Winger","20","Nigeria","Haladás","Hungary","NB II.","Fehérvár","Hungary","NB I.","?"
"5610","2019/2020","Lloyd Junior Kazapua","Goalkeeper","30","Namibia","Maccabi FC","South Africa","","Baroka FC","South Africa","ABSA Premiership","?"
"5611","2019/2020","Dragos Cojocaru","Left-Back","22","Romania","ASU Poli","Romania","Liga 2","","","","?"
"5612","2019/2020","Andrija Filipovic","Centre-Forward","22","Croatia","ND Gorica","Slovenia","Druga Liga","NAC Breda","Netherlands","Keuken Kampioen Divisie","?"
"5613","2019/2020","Yunus Sentamu","Centre-Forward","24","Uganda","KF Tirana","Albania","Kategoria Superiore","","","","?"
"5614","2019/2020","Dairín González","Centre-Back","29","Colombia","Guabira","Bolivia","","Union Magdalena","Colombia","Liga Águila II","?"
"5615","2019/2020","Dominik Widemann","Centre-Forward","22","Germany","Unterhaching","Germany","3. Liga","Würzb. Kickers","Germany","3. Liga","?"
"5616","2019/2020","Marvin Martins","Right-Back","24","Luxembourg","Pr. Niederkorn","Luxembourg","BGL Ligue","Karpaty","Ukraine","Premier Liga","?"
"5617","2019/2020","Dong-cheol Jeong","Centre-Forward","27","Korea, South","Gimhae City","Korea, South","Korea National League","","","","?"
"5618","2019/2020","Damir Osmankovic","Left-Back","25","Croatia","HNK Orasje","Bosnia-Herzegovina","Prva liga FBIH","","","","?"
"5619","2019/2020","Aboubakary Kanté","Left Winger","24","France","AS Béziers","France","Championnat National","Cercle Brugge","Belgium","Jupiler Pro League","?"
"5620","2019/2020","Azor Matusiwa","Defensive Midfield","21","Netherlands","Ajax U21","Netherlands","Keuken Kampioen Divisie","FC Groningen","Netherlands","Eredivisie","?"
"5621","2019/2020","Thibaut Lesquoy","Left-Back","23","Belgium","RE Virton","Belgium","Proximus League","F91 Dudelange","Luxembourg","BGL Ligue","?"
"5622","2019/2020","Dominik Kruzliak","Centre-Back","22","Slovakia","Ruzomberok","Slovakia","Fortuna Liga","Dunajska Streda","Slovakia","Fortuna Liga","?"
"5623","2019/2020","Maxime Fleury","Centre-Forward","23","France","SO Cholet","France","Championnat National","Le Puy Foot","France","Championnat National","?"
"5624","2019/2020","Rene Dedic","Centre-Forward","25","Slovakia","Fotbal Trinec","Czech Republic","FNL","SFC Opava","Czech Republic","Fortuna Liga","?"
"5625","2019/2020","Anes Durakovic","Centre-Back","22","Bosnia-Herzegovina","Celik Zenica","Bosnia-Herzegovina","Premijer Liga","","","","?"
"5626","2019/2020","Florian Rieder","Central Midfield","23","Austria","FC Wacker","Austria","2. Liga","WSG Tirol","Austria","Bundesliga","?"
"5627","2019/2020","Yonathan Cabral","Centre-Back","27","Argentina","Racing Club","Argentina","Superliga","CA Tucumán","Argentina","Superliga","?"
"5628","2019/2020","Zak Mills","Right-Back","27","England","Morecambe FC","England","League Two","Oldham Athletic","England","League Two","?"
"5629","2019/2020","Bryan Carvallo","Attacking Midfield","22","Chile","Necaxa","Mexico","Liga MX Apertura","","","","?"
"5630","2019/2020","Pil-su Choi","Goalkeeper","28","Korea, South","FC Anyang","Korea, South","K League 2","Busan IPark","Korea, South","K League 2","?"
"5631","2019/2020","Devon Saal","Left Winger","27","South Africa","Ubuntu","South Africa","","Richards Bay","South Africa","","?"
"5632","2019/2020","Mohamed Réda Younes","Goalkeeper","24","Algeria","CABB Arreridj","Algeria","Ligue Professionnelle 1","DRB Tadjenanet","Algeria","","?"
"5633","2019/2020","Mohamed Ramadan","Right-Back","27","Egypt","Mahalla","Egypt","","Dekernes","Egypt","","?"
"5634","2019/2020","Silvério","Centre-Back","23","Portugal","Rio Ave FC","Portugal","Liga NOS","Coimbra","Portugal","Liga Pro","?"
"5635","2019/2020","Gianni Antoniazzi","Left-Back","20","Switzerland","FC Zürich U21","Switzerland","Promotion League","FC Vaduz","Liechtenstein","Challenge League","?"
"5636","2018/2019","Michael Soosairaj","Attacking Midfield","24","India","Jamshedpur FC","India","Indian Super League","ATK","India","Indian Super League","£104k"
"5637","2019/2020","Ilya Golovin","Goalkeeper","21","Russia","Dnepr Smolensk","Russia","","","","","-"
"5638","2019/2020","Stefan Rusu","Centre-Back","19","Romania","Poli Iasi U19","Romania","","FC Poli Iasi","Romania","Liga 1","-"
"5639","2019/2020","Haris Jupic","Goalkeeper","19","Bosnia-Herzegovina","NK Celik U19","Bosnia-Herzegovina","","Celik Zenica","Bosnia-Herzegovina","Premijer Liga","-"
"5640","2019/2020","Lorenzo Brugni","Midfielder","18","Italy","Alessandria Youth","Italy","","","","","-"
"5641","2019/2020","Maksim Skopintsev","Left-Back","19","Russia","M. Lipetsk","Russia","PFL Central","","","","-"
"5642","2019/2020","Luka Pavlovic","Right Winger","19","Serbia","Spartak U19","Serbia","","Spartak","Serbia","Linglong Tire Super liga Srbije","-"
"5643","2019/2020","Vladislav Kablakhov","Defensive Midfield","21","Russia","Mashuk-KMV","Russia","PFL South","","","","-"
"5644","2019/2020","Muhammed Emir Araboga","Defender","19","Turkey","Adana Demir U21","Turkey","","Adana Demirspor","Turkey","1.Lig","-"
"5645","2019/2020","Mirza Cihan","Left Winger","18","Turkey","Galatasaray U19","Turkey","Türkiye Ligi U19 Elit A","Galatasaray","Turkey","Süper Lig","-"
"5646","2019/2020","Hüseyin Fistikci","Centre-Forward","20","Turkey","Gazisehir U21","Turkey","","Gazisehir","Turkey","Süper Lig","-"
"5647","2019/2020","Ilya Azyavin","Central Midfield","18","Russia","Volgar II","Russia","","Volgar","Russia","PFL South","-"
"5648","2019/2020","Maximilian Breunig","Centre-Forward","18","Germany","Würzb. Ki. U19","Germany","","Würzb. Kickers","Germany","3. Liga","-"
"5649","2019/2020","Marko Labovic","Right Winger","23","Serbia","OFK Sloga","Bosnia-Herzegovina","Prva Liga RS","","","","-"
"5650","2019/2020","Adrian Imeri","Midfielder","20","Greece","Atromitos Athen","Greece","Super League","","","","-"
"5651","2019/2020","Denis Volkov","Centre-Back","20","Russia","Kolomna","Russia","PFL West","","","","-"
"5652","2019/2020","Filip Jovic","Left-Back","19","Serbia","Spartak U19","Serbia","","Spartak","Serbia","Linglong Tire Super liga Srbije","-"
"5653","2019/2020","Gennadi Belozertsev","Central Midfield","22","Russia","Veles Moskau","Russia","PFL West","","","","-"
"5654","2019/2020","Sergey Bezborodov","Goalkeeper","18","Russia","Khimik-Arsenal","Russia","PFL Central","","","","-"
"5655","2019/2020","Aleksey Filimonenkov","Goalkeeper","19","Russia","Khimik-Arsenal","Russia","PFL Central","","","","-"
"5656","2019/2020","Roddy MacGregor","Left Midfield","17","Scotland","Inverness U18","Scotland","","Inverness Caledonian Thistle Reserves","Scotland","","-"
"5657","2019/2020","Yassine Azzagari","Central Midfield","17","Netherlands","NAC Breda U19","Netherlands","Preliminary round U19 Eredivisie","NAC Breda","Netherlands","Keuken Kampioen Divisie","-"
"5658","2019/2020","Alexandre Phliponeau","Defensive Midfield","19","France","Marseille B","France","","Marseille","France","Ligue 1","-"
"5659","2019/2020","Nemanja Kragovic","Left-Back","28","Serbia","Becej","Serbia","","","","","-"
"5660","2019/2020","Sabir Agougil","Central Midfield","17","Netherlands","NAC Breda U19","Netherlands","Preliminary round U19 Eredivisie","NAC Breda","Netherlands","Keuken Kampioen Divisie","-"
"5661","2019/2020","Yunus Emre Yilmaz","Defensive Midfield","21","Turkey","Gazisehir U21","Turkey","","Gazisehir","Turkey","Süper Lig","-"
"5662","2019/2020","Claudio Bonanni","Left-Back","22","Italy","FC Kamza","Albania","","","","","-"
"5663","2019/2020","Abdelmajid Bouali","Attacking Midfield","22","Netherlands","B. Dortmund II","Germany","Regionalliga West","","","","-"
"5664","2019/2020","Luca Oneto","Right-Back","22","Italy","Südtirol","Italy","Serie C - B","","","","-"
"5665","2019/2020","Andrea Cirrincione","Left Winger","21","Italy","","","","Sestri Levante","Italy","","-"
"5666","2019/2020","Marco Piras","Right-Back","22","Italy","Palmese","Italy","Serie D - I","","","","-"
"5667","2019/2020","Fausto Coppola","Central Midfield","22","Italy","Viterbese","Italy","Serie C - C","","","","-"
